235,Кировск,Мурманская область,26 020,26 206,26 581,26 687,26 971,27 250,27 686,28 074,28 257,28 590,28 625
236,Сосногорск,Коми,26 004,26 230,26 388,26 571,26 670,26 923,27 134,27 326,27 473,27 800,27 757
237,Сегежа,Карелия,26 000,26 241,26 666,27 108,27 494,27 813,28 117,28 555,29 066,29 600,29 631
238,Карпинск,Свердловская область,25 937,26 249,26 571,26 957,27 281,27 638,28 075,28 236,28 553,29 100,29 113
239,Полысаево,Кемеровская область,25 867,26 012,26 212,26 510,26 738,26 893,27 253,27 453,27 553,27 639,27 624
240,Камышлов,Свердловская область,25 843,26 301,26 444,26 538,26 569,26 573,26 732,26 782,26 983,26 900,26 870
241,Отрадное,Ленинградская область,25 796,25 623,25 421,25 344,25 203,25 481,25 225,24 994,24 504,23 900,23 866
242,Скопин,Рязанская область,25 748,26 005,26 112,26 329,26 805,27 444,28 092,28 862,29 582,30 400,30 376
243,Балабаново,Калужская область,25 574,25 775,25 608,25 752,25 426,25 505,25 656,25 869,26 123,26 300,26 337
244,Североуральск,Свердловская область,25 567,25 827,26 288,26 543,26 827,27 148,27 560,28 062,28 651,29 300,29 263
245,Кимовск,Тульская область,25 563,25 727,25 951,26 093,26 236,26 591,27 107,27 511,27 972,28 500,28 485
246,Лосино-Петровский,Московская область,25 404,25 317,25 424,25 370,25 266,24 726,24 290,23 694,23 182,22 600,22 550
247,Нарьян-Мар,Ненецкий АО,25 151,24 827,24 775,24 654,24 535,23 939,23 390,22 912,22 375,21 338,21 658
248,Янаул,Башкортостан,25 109,25 361,25 511,25 747,25 894,26 074,26 297,26 597,26 669,26 900,26 924
249,Дальнереченск,Приморский край,25 074,25 482,25 786,26 121,26 378,26 461,26 618,27 214,27 100,27 600,27 604
250,Железноводск,Ставропольский край,24 919,24 768,24 912,25 105,25 126,24 950,24 438,24 466,24 361,24 438,24 433
251,Красноперекопск,Крым[комм. 1],24 864,25 187,25 450,25 769,26 139,26 349,26 268,29 815,29 944,30 086,30 201
252,Саки,Крым[комм. 1],24 654,24 727,24 797,24 885,25 186,25 195,25 146,23 655,24 038,24 323,24 580
253,Озёры,Московская область,24 653,25 012,25 359,25 524,25 651,25 891,25 721,25 642,25 728,25 800,25 800
254,Медногорск,Оренбургская область,24 638,24 896,25 272,25 610,25 932,26 174,26 500,26 647,27 025,27 300,27 292
255,Морозовск,Ростовская область,24 575,24 822,25 198,25 467,25 830,26 290,26 664,27 007,27 372,27 600,27 642
256,Павловск,Воронежская область,24 453,24 542,24 858,25 047,25 188,25 081,25 148,25 123,25 170,25 100,25 126
257,Нефтекумск,Ставропольский край,24 360,24 472,24 763,24 841,24 958,25 152,25 566,26 247,26 987,27 703,27 687
258,Асино,Томская область,24 346,24 141,24 351,24 539,24 586,24 615,24 640,24 837,25 051,25 600,25 618
259,Старая Купавна,Московская область,24 200,22 476,22 099,21 973,21 856,21 937,22 027,21 954,21 912,,21 811
260,Аткарск,Саратовская область,24 125,24 669,25 140,25 384,25 515,25 481,25 388,25 438,25 444,25 595,25 624
261,Инта,Коми,24 121,24 878,25 444,26 271,26 983,27 723,28 491,29 404,30 524,32 100,32 080
262,Строитель,Белгородская область,24 104,24 038,24 392,24 526,24 322,24 185,24 192,24 260,24 211,,23 933
263,Семёнов,Нижегородская область,24 067,24 180,24 400,24 536,24 583,24 451,24 503,24 442,24 433,24 500,24 473
264,Зерноград,Ростовская область,24 063,24 217,24 561,24 886,24 657,25 177,25 833,26 050,26 450,26 900,26 842
265,Бутурлиновка,Воронежская область,24 007,24 062,24 319,24 670,24 935,25 230,25 684,26 108,26 543,27 200,27 208
266,Родники,Ивановская область,23 924,24 061,24 335,24 662,24 970,25 142,25 380,25 680,25 946,26 300,26 310
267,Сасово,Рязанская область,23 786,24 523,25 177,25 747,26 303,26 871,27 343,27 564,27 863,28 100,28 118
268,Среднеуральск,Свердловская область,23 680,23 538,23 353,22 896,22 574,21 982,21 368,21 102,20 739,20 400,20 449
269,Калач-на-Дону,Волгоградская область,23 595,23 813,23 947,24 237,24 742,25 133,25 629,26 211,26 666,26 900,26 910
270,Советская Гавань,Хабаровский край,23 550,23 816,24 249,24 671,25 147,25 763,26 174,26 642,27 145,27 671,27 712
271,Шарья,Костромская область,23 544,23 807,23 976,23 912,23 914,23 866,23 785,23 709,23 727,23 700,23 681
272,Давлеканово,Башкортостан,23 380,23 499,23 662,23 774,23 820,23 973,23 953,24 069,24 049,24 100,24 073
273,Татарск,Новосибирская область,23 376,23 523,23 729,23 956,24 073,24 208,24 165,24 008,23 992,24 200,24 217
274,Кувандык,Оренбургская область,23 285,23 373,23 763,24 131,24 408,24 715,24 990,25 273,25 607,26 200,26 169
275,Буй,Костромская область,23 233,23 578,23 809,24 011,24 097,24 315,24 531,24 796,25 179,25 800,25 763
276,Ипатово,Ставропольский край,23 214,23 579,24 021,24 390,24 782,24 966,25 155,25 468,25 794,26 046,26 053
277,Ленск,Якутия,23 186,23 237,23 479,23 660,23 693,23 725,23 948,24 322,24 700,25 000,24 966
278,Северобайкальск,Бурятия,23 183,23 159,23 365,23 673,23 944,24 101,24 209,24 449,24 615,24 880,24 929
279,Уварово,Тамбовская область,23 135,23 578,23 987,24 162,24 547,24 792,25 064,25 765,26 071,26 800,26 830
280,Тайга,Кемеровская область,23 108,23 168,23 565,24 183,24 532,24 698,25 122,25 481,25 489,25 357,25 331
281,Гусиноозёрск,Бурятия,23 036,23 075,23 082,23 280,23 359,23 307,23 436,23 781,24 099,24 490,23 588
282,Зея,Амурская область,22 984,23 093,23 270,23 505,23 734,23 966,24 082,24 367,24 665,24 978,24 986
283,Железногорск-Илимский,Иркутская область,22 950,23 137,23 412,23 643,23 979,24 235,24 505,24 955,25 446,25 953,26 079
284,Колпашево,Томская область,22 920,23 260,23 209,23 272,23 127,23 085,23 073,23 188,23 499,24 100,24 124
285,Фокино,Брянская область,22 896,23 058,23 077,23 157,23 219,23 167,23 145,23 306,23 443,,23 696
286,Лермонтов,Ставропольский край,22 891,22 601,22 612,22 477,22 635,22 741,22 771,22 680,22 610,22 559,22 541
287,Котельнич,Кировская область,22 882,23 244,23 682,23 966,24 169,24 266,24 451,24 685,24 908,24 989,24 979
288,Таштагол,Кемеровская область,22 861,23 117,23 170,23 107,23 079,23 085,22 953,23 091,23 089,23 109,23 134
289,Унеча,Брянская область,22 820,23 097,23 550,23 971,24 230,24 639,24 946,25 412,25 745,26 200,26 197
290,Невьянск,Свердловская область,22 806,22 943,23 200,23 348,23 545,23 767,23 831,24 034,24 323,24 600,24 567
291,Зарайск,Московская область,22 772,22 887,23 120,23 368,23 653,23 951,24 142,24 413,24 512,24 600,24 645
292,Электрогорск,Московская область,22 653,22 842,22 950,23 076,23 085,23 028,22 889,22 840,22 755,22 500,22 480
293,Калачинск,Омская область,22 599,22 587,22 737,22 781,22 716,22 656,22 542,22 915,23 283,23 513,23 556
294,Бронницы,Московская область,22 531,22 643,22 567,22 396,22 467,21 925,21 814,21 643,21 485,21 100,21 102
295,Красноуральск,Свердловская область,22 521,22 725,22 996,23 142,23 258,23 508,23 870,24 274,24 544,25 000,24 980
296,Гурьевск,Кемеровская область,22 375,22 569,22 872,23 089,23 359,23 676,24 137,24 436,24 450,24 765,24 817
297,Исилькуль,Омская область,22 371,22 615,22 903,23 151,23 546,23 865,24 086,24 196,24 375,24 488,24 482
298,Никольское,Ленинградская область,22 360,22 490,22 286,21 888,21 343,21 160,20 485,20 115,19 574,19 300,19 280
299,Вельск,Архангельская область,22 328,22 311,22 482,22 776,22 856,23 025,23 126,23 401,23 575,23 820,23 885
300,Красноармейск,Саратовская область,22 319,22 617,22 994,23 296,23 468,23 609,23 736,23 858,24 034,24 330,24 364
301,Звенигород,Московская область,22 317,21 931,22 513,21 948,20 802,19 384,18 183,17 270,16 850,16 400,16 395
302,Вилючинск,Камчатский край,22 223,21 979,21 973,21 942,21 763,21 748,21 602,21 965,22 486,22 900,25 401
303,Коммунар,Ленинградская область,22 221,22 522,22 055,21 965,21 743,21 575,21 260,21 099,20 711,20 215,20 211
304,Хадыженск,Краснодарский край,22 181,22 315,22 468,22 706,22 733,22 430,22 246,21 958,21 735,21 600,21 579
305,Бавлы,Татарстан,22 157,22 145,22 272,22 258,22 235,22 114,22 178,22 154,22 175,22 108,22 109
306,Менделеевск,Татарстан,22 146,22 305,22 336,22 203,22 183,22 200,22 131,22 180,22 103,22 060,22 075
307,Семикаракорск,Ростовская область,21 864,21 896,22 030,22 118,22 307,22 496,22 710,23 110,23 445,23 900,23 884
308,Усть-Катав,Челябинская область,21 803,22 042,22 312,22 536,22 627,22 830,23 064,23 169,23 326,23 532,23 580
309,Омутнинск,Кировская область,21 633,21 844,22 009,22 317,22 442,22 530,22 722,22 892,23 195,23 600,23 615
310,Светлый,Калининградская область,21 630,21 679,21 928,22 140,22 015,21 849,21 790,21 626,21 545,21 400,21 375
311,Тарко-Сале,Ямало-Ненецкий АО,21 501,21 583,21 442,21 665,21 448,21 304,21 151,20 906,20 697,20 459,20 398
312,Котово,Волгоградская область,21 413,21 780,21 990,22 450,22 707,22 909,23 268,23 614,23 819,24 100,24 115
313,Армянск,Крым[комм. 1],21 406,21 552,21 754,21 956,21 981,22 011,21 987,22 337,22 468,22 592,22 711
314,Хотьково,Московская область,21 319,21 236,21 349,21 444,21 538,21 687,21 697,21 768,21 536,21 500,21 505
315,Верещагино,Пермский край,21 292,21 648,21 969,22 194,22 261,22 328,22 448,22 447,22 085,22 200,22 156
316,Черноголовка,Московская область,21 288,21 059,21 342,21 621,21 786,21 925,21 787,21 646,21 424,,20 983
317,Электроугли,Московская область,21 263,20 670,20 823,20 687,20 612,20 652,20 674,20 528,20 427,20 100,20 136
318,Лысково,Нижегородская область,21 063,21 176,21 321,21 293,21 308,21 408,21 414,21 539,21 676,21 836,21 880
319,Сысерть,Свердловская область,21 007,21 091,21 097,20 962,20 939,20 964,20 764,20 558,20 477,20 500,20 465
320,Ряжск,Рязанская область,20 936,21 189,21 457,21 623,21 701,21 666,21 673,21 784,21 800,21 700,21 674
321,Нерехта,Костромская область,20 929,21 060,21 262,21 403,21 612,21 719,21 847,22 138,22 467,22 800,22 828
322,Вихоревка,Иркутская область,20 833,20 955,21 118,21 279,21 459,21 597,21 767,21 963,22 205,22 459,22 520
323,Карачаевск,Карачаево-Черкесия,20 828,21 027,21 067,21 040,20 976,20 641,20 357,20 316,20 852,21 500,21 483
324,Тогучин,Новосибирская область,20 820,21 063,21 064,21 159,21 357,21 530,21 663,21 821,21 856,21 900,21 500
325,Оса,Пермский край,20 805,20 899,21 061,21 072,21 143,21 201,20 990,21 000,21 083,21 200,21 188
326,Дудинка,Красноярский край,20 804,20 952,21 015,21 513,21 978,22 204,22 410,22 339,22 356,22 200,22 175
327,Пущино,Московская область,20 696,20 797,20 962,21 148,21 281,21 226,21 186,21 112,20 904,,20 332
328,Рыбное,Рязанская область,20 677,20 125,19 700,19 265,19 134,18 969,18 791,18 708,18 606,18 400,18 380
329,Алдан,Якутия,20 631,19 958,20 595,20 700,20 892,21 092,21 364,21 538,21 673,21 300,21 275
330,Куровское,Московская область,20 598,20 605,20 844,21 089,21 223,21 246,21 436,21 608,21 664,21 800,21 819
331,Тырныауз,Кабардино-Балкария,20 568,20 513,20 566,20 574,20 551,20 544,20 492,20 706,20 781,21 000,21 000
332,Нижний Ломов,Пензенская область,20 511,20 662,20 943,21 189,21 329,21 626,21 848,22 185,22 404,22 644,22 678
333,Остров,Псковская область,20 506,20 482,20 427,20 568,20 711,20 773,20 629,20 423,20 957,21 604,21 668
334,Бологое,Тверская область,20 498,20 739,21 158,21 425,21 564,21 845,22 177,22 671,23 027,23 500,23 494
335,Калтан,Кемеровская область,20 464,20 610,20 841,20 947,21 186,21 349,21 784,21 864,21 933,21 934,21 892
336,Бежецк,Тверская область,20 418,20 778,21 179,21 728,22 196,22 697,23 112,23 560,24 042,24 500,24 522
337,Буинск,Татарстан,20 416,20 681,20 848,20 905,20 886,20 854,20 718,20 657,20 482,20 433,20 352
338,Арск,Татарстан,20 383,20 523,20 540,20 419,20 046,19 681,19 324,18 886,18 527,18 168,18 114
339,Котельниково,Волгоградская область,20 382,20 195,20 172,20 381,20 384,20 489,20 458,20 420,20 595,20 400,20 428
340,Оленегорск,Мурманская область,20 364,20 697,20 847,21 039,21 097,21 003,21 301,21 736,22 405,22 986,23 072
341,Кяхта,Бурятия,20 297,20 157,20 031,20 013,19 980,20 036,20 076,19 998,20 046,19 991,20 024
342,Кубинка,Московская область,20 138,20 104,20 157,20 363,20 676,21 017,21 558,22 096,22 556,,22 964
343,Козьмодемьянск,Марий Эл,20 062,20 134,20 216,20 327,20 505,20 682,20 810,21 038,21 190,21 300,21 257
344,Рошаль,Московская область,20 022,20 225,20 418,20 590,20 793,21 167,21 186,21 132,21 035,21 300,21 272
345,Оха,Сахалинская область,20 016,20 391,20 715,20 916,21 081,21 203,21 495,21 830,22 349,22 893,23 008
346,Бобров,Воронежская область,20 007,20 238,20 460,20 605,20 466,19 956,19 210,19 270,19 516,19 700,19 738
347,Сергач,Нижегородская область,19 939,19 997,20 269,20 416,20 370,20 524,20 715,20 931,21 077,21 315,21 386
348,Пикалёво,Ленинградская область,19 746,19 981,20 183,20 379,20 498,20 732,20 864,21 106,21 411,21 546,21 562
349,Алагир,Северная Осетия,19 737,20 013,20 043,20 133,20 211,20 270,20 399,20 575,20 709,20 966,20 949
350,Агрыз,Татарстан,19 721,19 794,19 774,19 704,19 739,19 738,19 778,19 671,19 553,19 314,19 300
351,Шахунья,Нижегородская область,19 694,19 790,20 049,20 183,20 217,20 370,20 499,20 683,20 835,20 918,20 921
352,Усмань,Липецкая область,19 625,19 653,19 956,19 958,19 805,19 739,19 432,19 148,18 832,18 668,18 685
353,Белоярский,Ханты-Мансийский АО,19 622,19 542,19 825,20 142,20 282,20 271,20 211,20 218,20 193,,20 283
354,Никольск,Пензенская область,19 611,20 045,20 572,21 056,21 318,21 748,22 103,22 323,22 374,22 500,22 471
355,Боготол,Красноярский край,19 576,19 819,20 020,20 245,20 477,20 545,20 717,20 855,20 841,21 000,21 051
356,Терек,Кабардино-Балкария,19 539,19 494,19 489,19 449,19 426,19 442,19 446,19 329,19 273,19 200,19 170
357,Нижняя Тура,Свердловская область,19 366,19 535,19 883,20 217,20 456,20 782,21 136,21 503,21 596,22 000,22 006
358,Гурьевск,Калининградская область,19 314,18 317,17 295,16 311,15 007,14 195,13 628,13 078,12 711,12 400,12 431
359,Ардон,Северная Осетия,19 298,19 331,19 412,19 371,19 513,19 453,19 201,19 095,18 912,18 786,18 774
360,Лебедянь,Липецкая область,19 203,19 208,19 288,19 503,19 866,20 117,20 241,20 478,20 724,20 949,21 012
361,Няндома,Архангельская область,19 149,19 416,19 783,20 143,20 395,20 741,21 072,21 332,21 756,22 281,22 356
362,Губаха,Пермский край,19 109,19 472,19 831,20 289,20 645,21 160,21 658,26 807,27 387,28 100,28 111
363,Черепаново,Новосибирская область,19 064,19 437,19 610,19 612,19 570,19 522,19 521,19 536,19 614,19 800,19 300
364,Лодейное Поле,Ленинградская область,18 989,19 270,19 458,19 671,19 976,20 135,20 283,20 464,20 688,20 700,20 674
365,Ковылкино,Мордовия,18 857,18 978,19 488,20 072,20 387,20 560,20 820,20 958,21 137,21 300,21 307
366,Сортавала,Карелия,18 831,18 847,18 801,18 762,18 746,18 830,18 857,19 034,19 174,19 200,19 235
367,Ершов,Саратовская область,18 796,19 237,19 590,19 993,20 290,20 557,20 763,20 927,21 200,21 408,21 448
368,Кировград,Свердловская область,18 738,18 956,19 277,19 712,20 036,20 305,20 271,20 481,20 681,21 000,21 035
369,Данков,Липецкая область,18 711,18 830,19 017,19 120,19 343,19 600,19 920,20 218,20 652,20 982,21 064
370,Бакал,Челябинская область,18 706,19 009,19 264,19 590,19 942,20 153,20 256,20 485,20 708,20 910,20 940
371,Пролетарск,Ростовская область,18 671,18 781,19 032,19 290,19 504,19 623,19 793,20 016,20 206,20 300,20 267
372,Абдулино,Оренбургская область,18 581,18 768,19 032,19 222,19 320,19 353,19 468,19 687,19 937,20 200,20 173
373,Шимановск,Амурская область,18 566,18 542,18 643,18 706,18 810,18 941,19 116,19 384,19 595,19 800,19 815
374,Онега,Архангельская область,18 493,18 830,19 030,19 381,19 706,20 051,20 284,20 620,21 017,21 321,21 359
375,Новый Оскол,Белгородская область,18 478,18 538,18 763,18 856,18 932,18 930,18 911,19 024,19 159,19 500,19 530
376,Чегем,Кабардино-Балкария,18 417,18 264,18 156,18 043,17 957,17 875,17 820,17 819,17 887,18 000,18 019
377,Волоколамск,Московская область,18 372,19 162,19 824,20 838,20 976,21 212,21 692,22 439,22 857,23 400,23 433
378,Радужный,Владимирская область,18 342,18 470,18 471,18 535,18 432,18 369,18 368,18 466,18 399,18 200,18 211
379,Суровикино,Волгоградская область,18 230,18 375,18 685,18 954,19 181,19 387,19 641,19 980,20 235,20 500,20 533
380,Калач,Воронежская область,18 221,18 429,18 834,19 035,19 182,19 248,19 516,19 603,19 847,20 000,20 046
381,Слюдянка,Иркутская область,18 213,18 190,18 287,18 241,18 302,18 425,18 567,18 626,18 682,18 538,18 574
382,Стародуб,Брянская область,18 156,18 321,18 615,18 824,18 868,18 868,18 895,18 942,18 980,19 005,19 010
383,Льгов,Курская область,18 145,18 435,18 774,19 176,19 533,19 905,20 246,20 579,20 951,21 500,21 453
384,Нытва,Пермский край,18 115,18 366,18 608,18 804,18 863,18 878,18 846,18 881,18 960,19 000,19 041
385,Нелидово,Тверская область,18 102,18 351,18 883,19 400,19 952,20 508,21 020,21 581,22 153,22 900,22 896
386,Юрьев-Польский,Владимирская область,18 098,18 237,18 433,18 610,18 737,19 031,19 137,19 319,19 556,19 582,19 595
387,Покачи,Ханты-Мансийский АО,18 074,17 987,17 874,17 905,17 899,17 731,17 471,17 273,17 186,17 159,17 171
388,Зверево,Ростовская область,18 068,18 561,19 045,19 456,19 920,20 437,20 974,21 495,21 899,22 400,22 411
389,Яровое,Алтайский край,18 053,18 052,18 092,18 159,18 085,18 175,18 162,18 118,18 291,18 595,18 604
390,Николаевск-на-Амуре,Хабаровский край,17 939,18 159,18 636,19 135,19 634,20 274,20 774,21 398,21 943,22 614,22 752
391,Нефтегорск,Самарская область,17 920,17 916,17 990,18 119,18 242,18 358,18 488,18 639,18 899,,19 254
392,Белоозёрский,Московская область,17 898,18 090,18 297,18 234,18 235,18 162,18 068,18 006,17 948,,17 842
393,Приозерск,Ленинградская область,17 813,18 229,18 552,18 616,18 755,18 844,18 890,18 947,18 793,18 900,18 933
394,Кукмор,Татарстан,17 796,17 815,17 753,17 700,17 694,17 479,17 428,17 254,17 067,16 916,16 918
395,Енисейск,Красноярский край,17 774,17 805,17 826,17 999,18 156,18 359,18 561,18 529,18 640,18 800,18 766
396,Харабали,Астраханская область,17 517,17 786,17 968,18 031,18 097,18 041,18 146,18 275,18 178,18 100,18 117
397,Голицыно,Московская область,17 502,17 368,17 651,17 660,17 535,17 301,17 361,17 486,17 444,17 600,17 593
398,Полярный,Мурманская область,17 494,17 605,17 650,17 568,17 296,17 070,17 053,17 128,17 383,17 301,17 293
399,Нижняя Салда,Свердловская область,17 330,17 345,17 373,17 380,17 387,17 376,17 297,17 362,17 452,17 600,17 619
400,Пласт,Челябинская область,17 273,17 254,17 508,17 648,17 483,17 531,17 260,17 209,17 248,17 304,17 342
401,Собинка,Владимирская область,17 266,17 375,17 799,18 059,18 232,18 510,18 702,18 961,19 179,19 420,19 482
402,Инза,Ульяновская область,17 215,17 442,17 630,17 714,17 833,17 965,18 127,18 395,18 564,20 919,18 803
403,Баймак,Башкортостан,17 179,17 254,17 432,17 529,17 475,17 460,17 492,17 534,17 608,17 700,17 710
404,Суворов,Тульская область,17 173,17 360,17 450,17 506,17 615,17 829,18 015,18 299,18 610,19 000,18 973
405,Карачев,Брянская область,17 169,17 466,17 716,17 981,18 175,18 392,18 668,19 094,19 432,19 700,19 715
406,Шумиха,Курганская область,17 152,17 198,17 336,17 542,17 586,17 582,17 593,17 608,17 678,17 830,17 819
407,Туринск,Свердловская область,17 115,17 060,17 233,17 316,17 345,17 305,17 277,17 355,17 630,17 900,17 925
408,Краснослободск,Волгоградская область,17 059,17 281,17 327,17 405,17 356,16 996,16 689,16 398,16 091,16 000,15 998
409,Мензелинск,Татарстан,16 916,17 030,17 055,17 153,17 043,16 952,16 968,16 903,16 594,16 501,16 476
410,Константиновск,Ростовская область,16 891,17 055,17 160,17 317,17 391,17 437,17 543,17 771,17 808,17 900,17 926
411,Райчихинск,Амурская область,16 784,17 098,17 372,17 590,17 783,17 874,18 107,19 962,20 199,20 500,20 534
412,Покров,Владимирская область,16 755,16 640,17 025,17 308,17 519,17 708,17 695,17 638,17 727,17 749,17 756
413,Галич,Костромская область,16 754,16 844,16 911,16 922,16 927,16 869,16 934,16 825,16 974,17 300,17 346
414,Куса,Челябинская область,16 722,16 913,17 136,17 368,17 521,17 758,17 941,18 278,18 559,18 779,18 792
415,Поворино,Воронежская область,16 702,16 781,17 025,17 095,17 173,17 286,17 419,17 376,17 479,17 700,17 692
416,Подпорожье,Ленинградская область,16 676,16 942,17 270,17 678,17 895,18 043,18 177,18 285,18 466,18 700,18 733
417,Зеленоградск,Калининградская область,16 536,15 946,15 644,15 493,14 830,14 308,13 592,13 155,13 043,13 000,13 026
418,Гаврилов-Ям,Ярославская область,16 536,16 715,17 057,17 351,17 434,17 514,17 468,17 579,17 661,17 755,17 791
419,Куртамыш,Курганская область,16 507,16 509,16 579,16 702,16 901,16 906,16 925,16 951,17 112,17 105,17 099
420,Судак,Крым[комм. 1],16 489,16 766,16 784,16 756,16 597,16 615,16 492,15 457,15 368,15 300,15 171
421,Новомичуринск,Рязанская область,16 474,16 503,16 710,16 852,16 997,17 257,17 586,18 075,18 655,19 300,19 309
422,Жуковка,Брянская область,16 448,16 671,16 878,16 953,17 037,17 147,17 376,17 629,17 942,18 300,18 269
423,Козельск,Калужская область,16 427,16 389,16 443,16 370,16 045,16 273,16 694,17 312,17 871,18 200,18 245
424,Почеп,Брянская область,16 389,16 539,16 687,16 663,16 748,16 681,16 975,17 168,17 621,17 148,17 161
425,Белогорск,Крым[комм. 1],16 385,16 405,16 391,16 442,16 428,16 359,16 354,18 220,18 199,18 208,18 224
426,Сельцо,Брянская область,16 368,16 532,16 554,16 664,16 759,16 957,17 140,17 416,17 718,17 882,17 934
427,Волгореченск,Костромская область,16 276,16 378,16 539,16 653,16 701,16 804,16 768,16 868,17 032,,17 104
428,Ковдор,Мурманская область,16 244,16 435,16 623,16 892,17 110,17 389,17 630,17 991,18 388,18 749,18 820
429,Бикин,Хабаровский край,16 104,15 946,15 954,15 928,16 097,16 271,16 508,16 635,16 929,17 072,17 154
430,Кирсанов,Тамбовская область,16 092,16 229,16 409,16 682,16 877,17 042,17 276,17 358,17 190,17 200,17 224
431,Бородино,Красноярский край,16 055,16 061,16 127,16 249,16 218,16 339,16 522,16 764,16 956,17 400,17 416
432,Рыльск,Курская область,16 005,16 014,16 147,16 319,16 242,16 221,16 163,16 110,15 865,15 700,15 671
433,Мамадыш,Татарстан,15 880,15 851,15 806,15 699,15 573,15 528,15 313,15 159,14 694,14 510,14 435
434,Новоаннинский,Волгоградская область,15 858,16 112,16 294,16 436,16 655,16 777,17 009,17 277,17 546,17 900,17 912
435,Анадырь,Чукотский автономный округ,15 819,15 849,15 604,15 468,14 899,14 326,14 029,13 747,13 529,13 529,13 045
436,Петровск-Забайкальский,Забайкальский край,15 785,15 880,16 213,16 524,16 803,17 144,17 486,17 840,18 090,18 500,18 549
437,Камызяк,Астраханская область,15 749,15 810,15 984,16 077,16 073,16 219,16 154,16 223,16 289,16 300,16 314
438,Плавск,Тульская область,15 711,15 921,15 920,15 870,15 899,15 992,16 028,16 278,16 171,16 200,16 165
439,Касли,Челябинская область,15 673,15 853,16 013,16 263,16 488,16 637,16 708,16 776,16 879,16 955,16 969
440,Кодинск,Красноярский край,15 653,15 911,16 116,16 312,16 227,16 075,16 039,15 876,15 651,14 800,14 830
441,Дегтярск,Свердловская область,15 636,15 828,16 001,16 141,16 076,15 981,15 920,15 833,15 669,15 500,15 522
442,Талица,Свердловская область,15 579,15 785,15 941,15 874,16 034,16 105,16 081,16 135,16 100,16 200,16 225
443,Поронайск,Сахалинская область,15 561,15 388,15 311,15 311,15 174,15 262,15 251,15 476,15 768,16 100,16 120
444,Барыш,Ульяновская область,15 541,15 759,15 974,16 147,16 275,16 431,16 608,16 848,16 931,17 100,17 149
445,Калининск,Саратовская область,15 508,15 635,15 821,15 841,15 869,15 960,16 061,16 172,16 307,16 410,16 441
446,Катав-Ивановск,Челябинская область,15 495,15 659,15 872,16 088,16 333,16 554,16 732,17 032,17 337,17 595,17 630
447,Межгорье,Башкортостан,15 493,15 603,15 638,15 861,16 019,16 275,16 450,16 866,16 741,17 400,17 352
448,Болотное,Новосибирская область,15 478,15 721,15 668,15 629,15 739,15 931,16 105,16 202,16 348,16 600,16 570
449,Жирновск,Волгоградская область,15 475,15 516,15 680,15 872,16 060,16 247,16 414,16 569,16 681,16 900,16 872
450,Яранск,Кировская область,15 475,15 752,15 985,16 106,16 283,16 460,16 624,16 721,16 930,17 300,17 253
451,Арамиль,Свердловская область,15 446,15 236,15 321,15 162,15 012,14 781,14 742,14 544,14 321,14 200,14 224
452,Ивдель,Свердловская область,15 423,15 659,15 888,16 090,16 235,16 378,16 579,16 947,17 303,17 800,17 775
453,Ясногорск,Тульская область,15 410,15 592,15 706,15 741,15 687,15 872,16 120,16 373,16 596,16 800,16 795
454,Осташков,Тверская область,15 384,15 666,15 981,16 318,16 597,16 837,17 109,17 321,17 724,18 100,18 088
455,Ужур,Красноярский край,15 333,15 563,15 586,15 568,15 566,15 538,15 483,15 540,15 839,16 100,16 093
456,Приволжск,Ивановская область,15 264,15 302,15 530,15 824,15 915,16 137,16 358,16 485,16 570,16 700,16 747
457,Ясный,Оренбургская область,15 249,15 264,15 573,15 675,15 743,15 674,15 598,16 027,16 767,,17 363
458,Светогорск,Ленинградская область,15 242,15 398,15 546,15 721,15 787,15 827,15 896,15 955,15 893,16 000,15 981
459,Светлогорск,Калининградская область,15 208,14 355,13 663,13 030,12 425,12 014,11 522,11 219,10 982,10 800,10 772
460,Белокуриха,Алтайский край,15 192,15 160,15 179,15 264,15 072,14 877,14 529,14 344,14 406,14 627,14 661
461,Советск,Кировская область,15 172,15 434,15 538,15 646,15 719,15 729,15 868,16 195,16 352,16 600,16 598
462,Новоузенск,Саратовская область,15 122,15 374,15 665,15 929,16 035,16 331,16 417,16 581,16 770,16 967,17 011
463,Бокситогорск,Ленинградская область,15 091,15 249,15 380,15 406,15 451,15 494,16 028,16 137,16 344,16 600,16 585
464,Абаза,Хакасия,14 990,15 149,15 335,15 592,15 802,16 009,16 238,16 491,16 707,17 000,17 115
465,Мантурово,Костромская область,14 988,15 203,15 452,15 619,15 804,16 077,16 400,16 699,17 127,17 500,17 479
466,Пестово,Новгородская область,14 985,15 137,15 269,15 461,15 593,15 679,15 824,15 773,15 851,15 900,15 903
467,Щигры,Курская область,14 984,15 117,15 292,15 540,15 678,15 963,16 227,16 416,16 664,17 000,17 040
468,Цивильск,Чувашия,14 969,15 104,14 718,14 328,14 039,13 708,13 540,13 578,13 452,13 500,13 479
469,Шлиссельбург,Ленинградская область,14 920,14 845,14 725,14 763,14 756,14 803,14 554,14 248,13 776,13 316,13 170
470,Карабаново,Владимирская область,14 896,14 631,14 786,14 817,14 839,14 923,14 955,14 910,14 908,14 862,14 868
471,Иланский,Красноярский край,14 869,14 967,15 030,15 013,15 137,15 357,15 582,15 751,15 974,16 100,16 111
